Parsed passed CNF file formulas/random_3sat/N100L340_9.cnf as 
{
( !p58 v p91 v p92 ),
( !p15 v !p54 v !p74 ),
( p37 v !p42 v p79 ),
( !p49 v !p53 v p87 ),
( p41 v !p62 v p70 ),
( !p28 v !p42 v !p79 ),
( p37 v !p50 v p99 ),
( p25 v p43 v !p92 ),
( !p28 v p31 v p67 ),
( !p25 v p42 v p59 ),
( p0 v p16 v !p97 ),
( !p8 v p31 v !p86 ),
( !p17 v p33 v !p53 ),
( !p20 v p32 v p37 ),
( !p20 v !p65 v !p89 ),
( p14 v !p29 v p56 ),
( !p30 v p46 v !p82 ),
( p0 v !p18 v p33 ),
( p4 v !p11 v p54 ),
( !p28 v p74 v p78 ),
( !p34 v !p35 v p58 ),
( p4 v !p76 v p88 ),
( !p9 v !p53 v p63 ),
( p16 v !p92 v p98 ),
( p35 v p42 v !p50 ),
( p0 v !p25 v p95 ),
( p19 v !p33 v p40 ),
( p22 v p39 v !p52 ),
( !p32 v p53 v !p75 ),
( p2 v p55 v p71 ),
( !p14 v !p30 v p50 ),
( !p30 v !p36 v p84 ),
( !p7 v !p30 v !p99 ),
( !p69 v p77 v p94 ),
( p2 v p38 v p76 ),
( p34 v !p64 v p84 ),
( p3 v !p58 v !p74 ),
( p0 v p13 v !p64 ),
( p2 v !p14 v p91 ),
( !p13 v p49 v !p83 ),
( !p10 v !p42 v p75 ),
( p35 v !p42 v !p47 ),
( p2 v !p22 v !p73 ),
( !p28 v p39 v !p65 ),
( !p36 v !p83 v !p87 ),
( p11 v p52 v !p57 ),
( !p6 v !p65 v !p71 ),
( !p30 v !p33 v p40 ),
( p9 v p32 v p38 ),
( !p17 v !p41 v !p83 ),
( !p2 v !p75 v !p90 ),
( !p29 v p35 v !p58 ),
( !p26 v p76 v p83 ),
( p37 v !p45 v p95 ),
( p26 v p28 v p89 ),
( p42 v p50 v p72 ),
( !p5 v p6 v p87 ),
( !p3 v p48 v p76 ),
( p9 v p56 v p78 ),
( p10 v !p23 v !p72 ),
( p8 v p48 v !p72 ),
( p4 v p13 v !p16 ),
( !p6 v !p31 v p49 ),
( !p9 v p56 v !p74 ),
( p4 v p62 v !p80 ),
( p4 v p93 v p99 ),
( p31 v !p59 v p76 ),
( p27 v !p77 v !p96 ),
( p17 v !p54 v p82 ),
( !p46 v p50 v p95 ),
( !p10 v !p20 v p23 ),
( p28 v p40 v !p60 ),
( !p1 v !p57 v !p62 ),
( !p7 v !p18 v !p34 ),
( p28 v !p89 v p94 ),
( p64 v !p77 v !p82 ),
( !p1 v !p60 v !p85 ),
( p15 v !p25 v !p76 ),
( p34 v !p61 v !p87 ),
( p93 v !p95 v p99 ),
( p6 v p33 v p46 ),
( p82 v !p85 v p90 ),
( !p12 v p25 v p62 ),
( p7 v p39 v p95 ),
( p7 v p63 v p90 ),
( !p7 v p72 v !p76 ),
( !p61 v p78 v p94 ),
( p33 v p86 v !p99 ),
( !p18 v p79 v p95 ),
( !p6 v p25 v !p30 ),
( p28 v p32 v !p76 ),
( !p26 v !p47 v p52 ),
( !p21 v p52 v !p57 ),
( !p10 v !p31 v p67 ),
( p11 v p15 v !p17 ),
( p42 v !p51 v p90 ),
( p6 v !p11 v p74 ),
( !p27 v p33 v p63 ),
( !p32 v p48 v !p64 ),
( !p9 v p45 v !p76 ),
( !p27 v p42 v !p94 ),
( !p19 v !p90 v !p99 ),
( !p24 v !p30 v !p62 ),
( p23 v !p77 v p94 ),
( !p35 v !p54 v !p60 ),
( !p35 v p89 v !p91 ),
( !p5 v p51 v !p62 ),
( p74 v !p78 v !p99 ),
( p41 v p84 v p98 ),
( p50 v p61 v !p73 ),
( p17 v !p53 v p73 ),
( p45 v !p67 v p79 ),
( !p28 v !p38 v p82 ),
( !p60 v !p75 v !p80 ),
( !p3 v p49 v p84 ),
( p14 v !p30 v p78 ),
( p15 v !p38 v !p96 ),
( !p25 v !p29 v !p40 ),
( p15 v p53 v p54 ),
( p45 v p60 v !p92 ),
( !p13 v p47 v !p73 ),
( !p45 v p89 v !p96 ),
( p25 v p44 v p55 ),
( p2 v !p43 v !p58 ),
( p25 v p75 v p83 ),
( !p30 v p51 v !p86 ),
( p31 v !p62 v !p69 ),
( p18 v p37 v p56 ),
( p17 v p84 v p91 ),
( !p1 v !p45 v p78 ),
( p66 v p81 v p95 ),
( !p16 v p52 v !p82 ),
( p13 v !p41 v !p70 ),
( !p13 v p41 v p77 ),
( p38 v p46 v p70 ),
( p81 v p82 v !p95 ),
( !p2 v !p63 v !p92 ),
( p28 v p68 v p86 ),
( p40 v p68 v !p85 ),
( p24 v !p49 v p86 ),
( p31 v p52 v p85 ),
( p59 v !p76 v !p88 ),
( !p3 v p20 v p31 ),
( p25 v !p74 v p86 ),
( p73 v p77 v !p88 ),
( p3 v !p29 v p87 ),
( !p19 v !p28 v p42 ),
( !p15 v p47 v !p95 ),
( !p26 v !p85 v !p96 ),
( p1 v p14 v !p69 ),
( !p17 v p61 v !p96 ),
( !p7 v p48 v !p97 ),
( p1 v !p4 v !p75 ),
( !p14 v p21 v p83 ),
( !p1 v p93 v !p99 ),
( !p4 v !p11 v p39 ),
( p54 v !p56 v !p70 ),
( p19 v p55 v !p87 ),
( p14 v !p59 v p70 ),
( !p21 v p55 v p71 ),
( p8 v !p12 v p39 ),
( p13 v !p42 v !p61 ),
( !p16 v p86 v !p96 ),
( !p53 v p85 v !p88 ),
( !p22 v !p64 v !p66 ),
( !p36 v p48 v !p86 ),
( p29 v !p57 v !p91 ),
( p44 v p81 v p95 ),
( !p25 v p64 v p99 ),
( p21 v p63 v p73 ),
( !p6 v !p69 v p79 ),
( !p29 v !p98 v !p99 ),
( p7 v p31 v p56 ),
( p0 v p22 v !p80 ),
( !p6 v !p13 v p92 ),
( p26 v p57 v p79 ),
( !p25 v p43 v p47 ),
( !p2 v p69 v p71 ),
( p3 v !p41 v !p44 ),
( p21 v p74 v p92 ),
( p9 v p35 v p40 ),
( !p47 v p60 v !p73 ),
( !p54 v !p57 v p90 ),
( p46 v !p90 v !p97 ),
( p21 v p43 v p51 ),
( !p20 v !p26 v !p34 ),
( !p43 v p66 v !p91 ),
( p0 v !p56 v !p82 ),
( !p47 v p62 v !p92 ),
( p16 v p17 v !p83 ),
( p58 v !p59 v !p77 ),
( !p66 v !p72 v !p81 ),
( p59 v p88 v !p93 ),
( p36 v p41 v p64 ),
( p29 v p73 v p79 ),
( !p45 v !p47 v !p97 ),
( !p8 v p11 v p80 ),
( p44 v p53 v !p54 ),
( !p17 v !p65 v !p92 ),
( !p32 v p61 v p65 ),
( !p18 v p24 v !p40 ),
( p13 v !p49 v p83 ),
( p1 v !p21 v !p33 ),
( p3 v !p26 v p72 ),
( p56 v p93 v p94 ),
( !p9 v !p63 v !p77 ),
( p8 v !p53 v !p56 ),
( p39 v p44 v p63 ),
( p12 v !p54 v !p55 ),
( p39 v !p61 v !p66 ),
( p7 v !p32 v p85 ),
( !p65 v p76 v p89 ),
( !p0 v !p9 v !p23 ),
( !p55 v p72 v !p76 ),
( p13 v !p38 v p40 ),
( !p44 v !p48 v p84 ),
( !p4 v p6 v p35 ),
( p21 v p80 v p87 ),
( !p12 v p62 v !p95 ),
