Parsed passed CNF file /home/cannon/Documents/cannon/build/formulas/random_3sat/N150L510_97.cnf as 
{
( !p48 v p50 v !p69 ),
( p36 v p37 v !p94 ),
( !p102 v p121 v !p149 ),
( p19 v p74 v p104 ),
( !p20 v !p31 v p91 ),
( p32 v !p120 v p129 ),
( !p78 v !p140 v p145 ),
( !p2 v p31 v !p73 ),
( p69 v p71 v !p104 ),
( !p55 v p107 v !p108 ),
( p57 v p67 v !p147 ),
( !p93 v p105 v !p110 ),
( p3 v p4 v !p111 ),
( p16 v p87 v !p95 ),
( !p68 v p105 v !p123 ),
( !p14 v p31 v !p125 ),
( p90 v !p117 v p121 ),
( p28 v p49 v p70 ),
( !p49 v p117 v p127 ),
( p23 v !p35 v !p36 ),
( !p2 v !p28 v !p135 ),
( p7 v p32 v !p134 ),
( p14 v !p43 v !p91 ),
( !p45 v !p94 v !p147 ),
( p70 v p138 v !p141 ),
( p31 v !p71 v p127 ),
( p20 v !p50 v p109 ),
( p81 v p88 v p118 ),
( !p35 v !p79 v !p144 ),
( p39 v p96 v p146 ),
( !p71 v !p94 v !p127 ),
( p36 v !p51 v p113 ),
( p101 v p115 v p121 ),
( !p47 v p116 v p128 ),
( !p93 v p105 v p136 ),
( p88 v p120 v p124 ),
( !p56 v !p60 v p138 ),
( !p45 v !p113 v p127 ),
( p3 v !p26 v p29 ),
( p4 v p25 v !p29 ),
( p5 v !p121 v p131 ),
( !p26 v p77 v p136 ),
( p10 v p58 v !p92 ),
( !p10 v !p79 v !p84 ),
( p30 v p40 v !p48 ),
( !p85 v p91 v p134 ),
( !p70 v !p104 v p128 ),
( p9 v p53 v !p67 ),
( !p100 v !p116 v !p140 ),
( !p12 v p91 v p113 ),
( p99 v !p121 v p134 ),
( p39 v p84 v p105 ),
( p46 v !p52 v !p104 ),
( !p20 v p75 v !p142 ),
( !p6 v p31 v !p145 ),
( p31 v !p38 v !p81 ),
( !p75 v !p115 v !p120 ),
( !p13 v !p86 v !p118 ),
( !p4 v p26 v p39 ),
( p43 v p114 v !p134 ),
( p44 v !p113 v !p148 ),
( !p50 v p62 v !p110 ),
( !p59 v !p125 v p128 ),
( p92 v !p134 v p141 ),
( p63 v p80 v !p137 ),
( p27 v p66 v p106 ),
( p9 v !p20 v !p117 ),
( !p41 v p61 v p87 ),
( p13 v !p68 v !p100 ),
( !p44 v p45 v p132 ),
( !p38 v p60 v p85 ),
( p5 v p27 v !p79 ),
( p38 v p60 v p126 ),
( !p41 v p64 v !p78 ),
( !p12 v p25 v !p62 ),
( p20 v !p30 v p70 ),
( p81 v p102 v !p141 ),
( !p20 v p93 v !p95 ),
( p18 v !p53 v !p121 ),
( !p8 v !p130 v p131 ),
( !p1 v !p59 v p95 ),
( !p97 v !p109 v p123 ),
( !p19 v !p22 v !p106 ),
( p52 v p69 v p96 ),
( !p23 v p26 v p118 ),
( p32 v !p62 v p107 ),
( p14 v p54 v !p122 ),
( p67 v p77 v !p126 ),
( !p28 v p39 v !p102 ),
( !p83 v !p134 v p138 ),
( !p7 v p19 v !p62 ),
( p11 v !p17 v !p46 ),
( !p43 v !p49 v p71 ),
( p52 v p91 v p128 ),
( p3 v p120 v !p133 ),
( !p38 v !p116 v p117 ),
( !p10 v p14 v p113 ),
( p44 v p49 v p123 ),
( !p22 v !p112 v p142 ),
( !p58 v p131 v !p146 ),
( !p134 v !p144 v p149 ),
( p19 v !p60 v !p130 ),
( p15 v p26 v p118 ),
( p97 v p128 v !p129 ),
( !p17 v p33 v p115 ),
( !p5 v p35 v !p53 ),
( !p79 v !p93 v p124 ),
( p76 v !p142 v !p147 ),
( !p0 v p33 v !p139 ),
( p34 v p60 v !p137 ),
( p28 v p85 v p120 ),
( !p8 v !p84 v !p106 ),
( !p30 v p85 v p143 ),
( p62 v p63 v p125 ),
( p4 v !p32 v p69 ),
( p35 v p68 v !p90 ),
( p14 v !p52 v p131 ),
( p85 v p123 v !p125 ),
( !p9 v !p47 v p137 ),
( p51 v p77 v p148 ),
( !p79 v !p81 v p137 ),
( p30 v p50 v p113 ),
( !p56 v p80 v p127 ),
( p45 v !p83 v !p86 ),
( p65 v !p79 v p84 ),
( p37 v !p38 v !p57 ),
( !p16 v !p34 v p149 ),
( p56 v !p94 v !p116 ),
( !p15 v p108 v p133 ),
( p11 v p123 v p136 ),
( !p66 v !p114 v !p132 ),
( p5 v p15 v !p136 ),
( p40 v p105 v p132 ),
( p44 v p79 v p109 ),
( p19 v !p53 v !p123 ),
( p78 v p100 v p145 ),
( !p20 v !p55 v p85 ),
( p47 v p83 v !p139 ),
( !p56 v p112 v p143 ),
( !p0 v p71 v p143 ),
( p56 v !p90 v p117 ),
( p113 v p117 v !p146 ),
( p47 v !p90 v !p117 ),
( !p35 v !p67 v !p136 ),
( !p12 v !p16 v p78 ),
( !p19 v !p92 v p134 ),
( !p43 v p51 v !p78 ),
( !p10 v !p14 v p66 ),
( !p53 v p61 v !p147 ),
( !p31 v !p117 v !p136 ),
( !p55 v p60 v !p130 ),
( !p84 v p132 v !p141 ),
( !p5 v p35 v p85 ),
( !p22 v !p49 v p123 ),
( p26 v p31 v p36 ),
( p107 v p132 v p140 ),
( p44 v p76 v !p108 ),
