Parsed passed CNF file formulas/random_3sat/N150L600_11.cnf as 
{
( !p4 v !p35 v p56 ),
( !p39 v !p57 v !p114 ),
( p4 v !p61 v !p123 ),
( !p6 v p51 v p145 ),
( p9 v p74 v p111 ),
( p46 v !p61 v !p149 ),
( p45 v p49 v !p140 ),
( p50 v p87 v !p123 ),
( !p50 v !p77 v !p125 ),
( p4 v p132 v !p144 ),
( p5 v p109 v p133 ),
( !p7 v !p18 v p110 ),
( p33 v !p47 v !p53 ),
( p12 v p95 v !p105 ),
( !p18 v !p66 v p111 ),
( p37 v p56 v !p146 ),
( !p8 v !p20 v !p92 ),
( !p9 v !p90 v !p98 ),
( !p26 v !p28 v p92 ),
( !p20 v !p22 v !p85 ),
( !p45 v !p145 v p149 ),
( p63 v p69 v p127 ),
( p16 v p70 v !p89 ),
( !p51 v p53 v p115 ),
( !p29 v p52 v !p131 ),
( !p14 v !p24 v p80 ),
( !p21 v p39 v !p117 ),
( !p67 v !p102 v !p123 ),
( !p12 v p87 v p127 ),
( p51 v p63 v p135 ),
( !p31 v p91 v p131 ),
( !p10 v !p14 v !p65 ),
( p26 v p123 v p132 ),
( p28 v p57 v !p143 ),
( p22 v p66 v p70 ),
( p26 v !p81 v p96 ),
( !p47 v p48 v p115 ),
( !p44 v p63 v !p146 ),
( p10 v p37 v p72 ),
( !p14 v !p77 v !p145 ),
( !p27 v !p120 v p124 ),
( !p84 v !p88 v !p91 ),
( p57 v p134 v p139 ),
( p1 v p14 v !p140 ),
( p6 v !p21 v p75 ),
( !p119 v !p127 v !p138 ),
( !p72 v !p73 v p98 ),
( !p16 v !p35 v !p65 ),
( !p20 v !p31 v !p80 ),
( !p3 v p122 v p141 ),
( p110 v p128 v !p137 ),
( !p72 v !p109 v !p144 ),
( !p8 v !p105 v p125 ),
( !p54 v p81 v !p117 ),
( !p36 v !p79 v !p89 ),
( p58 v p92 v !p123 ),
( p14 v p80 v !p141 ),
( !p13 v p34 v !p91 ),
( p27 v !p81 v p93 ),
( p3 v p22 v !p82 ),
( !p11 v !p73 v !p110 ),
( p98 v p113 v !p123 ),
( p28 v p80 v !p130 ),
( p91 v !p106 v !p134 ),
( p56 v !p78 v p106 ),
( p62 v p95 v p105 ),
( !p21 v !p33 v p108 ),
( p20 v !p85 v !p119 ),
( p3 v !p94 v !p112 ),
( !p73 v !p97 v p123 ),
( !p69 v !p108 v !p140 ),
( p79 v !p111 v p148 ),
( !p19 v p29 v p89 ),
( p20 v !p38 v p47 ),
( !p12 v !p39 v !p147 ),
( !p72 v !p78 v p94 ),
( !p22 v p50 v !p137 ),
( p43 v !p112 v !p125 ),
( p21 v !p22 v p31 ),
( !p55 v !p75 v !p129 ),
( !p69 v !p95 v p146 ),
( p68 v !p85 v !p106 ),
( !p30 v p50 v !p134 ),
( p42 v p46 v p139 ),
( p51 v !p53 v !p65 ),
( !p5 v p60 v p109 ),
( !p50 v !p54 v p139 ),
( !p3 v p40 v !p54 ),
( p49 v !p104 v !p130 ),
( !p7 v p100 v p116 ),
( p16 v p81 v p139 ),
( p88 v p100 v p111 ),
( !p68 v p101 v p123 ),
( p21 v p67 v p102 ),
( p17 v p21 v !p121 ),
( !p12 v !p112 v !p121 ),
( !p5 v p104 v !p118 ),
( !p17 v !p69 v !p99 ),
( p3 v !p23 v p82 ),
( p11 v p56 v !p109 ),
( !p1 v !p63 v p126 ),
( p51 v !p69 v !p72 ),
( !p11 v !p16 v p111 ),
( !p36 v !p37 v !p132 ),
( !p7 v !p96 v !p101 ),
( !p0 v p7 v p117 ),
( p28 v !p61 v !p77 ),
( !p40 v !p72 v !p94 ),
( p25 v p37 v p88 ),
( p90 v !p119 v p125 ),
( p20 v p36 v !p146 ),
( p88 v p142 v p146 ),
( p8 v !p46 v p98 ),
( p6 v !p89 v !p94 ),
( p24 v p27 v !p141 ),
