Parsed passed CNF file formulas/random_3sat/N100L460_63.cnf as 
{
( !p64 v p91 v p93 ),
( p12 v p74 v p89 ),
( !p62 v p74 v p93 ),
( !p20 v !p37 v p95 ),
( p22 v p84 v !p99 ),
( p3 v p28 v !p82 ),
( !p38 v !p66 v !p90 ),
( !p26 v !p73 v p97 ),
( !p7 v !p17 v !p75 ),
( !p42 v !p70 v p81 ),
( !p24 v p44 v !p73 ),
( !p11 v !p23 v p48 ),
( !p69 v p81 v !p90 ),
( p5 v !p19 v !p89 ),
( !p16 v !p68 v p90 ),
( p2 v p70 v !p78 ),
( !p40 v p54 v p69 ),
( p76 v p94 v p98 ),
( p40 v !p87 v !p99 ),
( !p12 v !p24 v p42 ),
( !p10 v !p80 v !p92 ),
( p41 v !p60 v p97 ),
( !p0 v p72 v p80 ),
( p4 v p63 v p93 ),
( !p14 v !p47 v !p93 ),
( !p39 v !p40 v p70 ),
( p21 v !p77 v !p88 ),
( p19 v !p57 v !p98 ),
( p17 v !p38 v !p67 ),
( !p0 v p7 v !p9 ),
( !p93 v p94 v p95 ),
( !p3 v !p44 v p56 ),
( p5 v p53 v !p73 ),
( !p71 v !p86 v !p87 ),
( p0 v p45 v p61 ),
( !p27 v p68 v p86 ),
( p38 v p65 v !p69 ),
( p0 v p12 v !p88 ),
( p16 v !p25 v !p32 ),
( p36 v !p77 v !p91 ),
( !p16 v p38 v !p43 ),
( p54 v !p61 v p79 ),
( p5 v !p88 v p98 ),
( p15 v !p70 v !p94 ),
( p9 v !p34 v p71 ),
( p3 v !p4 v !p82 ),
( !p19 v p45 v !p57 ),
( !p2 v !p60 v !p98 ),
( p3 v !p16 v !p62 ),
( p69 v !p75 v !p94 ),
( !p15 v p34 v p43 ),
( p16 v !p50 v !p64 ),
( !p0 v p21 v p48 ),
( p9 v p47 v p94 ),
( !p65 v !p75 v !p85 ),
( p59 v p61 v p64 ),
( !p51 v p69 v !p87 ),
( p16 v !p52 v !p88 ),
( p16 v !p28 v !p50 ),
( p16 v !p37 v p42 ),
( p11 v p26 v p54 ),
( !p71 v !p81 v !p94 ),
( !p0 v p56 v p92 ),
( !p58 v !p62 v p87 ),
( p62 v p71 v !p72 ),
( !p10 v p49 v !p78 ),
( p55 v !p82 v !p87 ),
( !p16 v p62 v !p98 ),
( p4 v p26 v p38 ),
( p15 v p41 v p54 ),
( !p11 v !p21 v !p64 ),
( p1 v !p29 v p68 ),
( p23 v p64 v p82 ),
( !p9 v !p68 v !p72 ),
( !p16 v !p66 v p73 ),
( p10 v p45 v !p91 ),
( !p4 v p28 v p59 ),
( !p0 v !p57 v !p89 ),
( !p31 v p47 v p74 ),
( p89 v p94 v !p97 ),
( !p0 v !p43 v !p58 ),
( !p57 v !p62 v !p73 ),
( p22 v !p47 v p69 ),
( !p16 v !p33 v p44 ),
( p47 v p75 v !p83 ),
( !p1 v !p52 v !p93 ),
( !p6 v p56 v p71 ),
( p17 v !p64 v !p76 ),
( !p29 v !p56 v !p57 ),
( p66 v !p80 v p95 ),
( !p2 v !p68 v p98 ),
( p31 v !p57 v p89 ),
( p18 v !p61 v !p76 ),
( !p12 v p31 v p84 ),
( p19 v !p57 v p83 ),
( p81 v !p82 v !p95 ),
( !p41 v p74 v !p94 ),
( !p23 v !p74 v !p88 ),
( p12 v p63 v p69 ),
( p64 v !p70 v p94 ),
( !p9 v p46 v p86 ),
( !p4 v !p46 v !p71 ),
( p58 v !p79 v !p85 ),
( p21 v p55 v p92 ),
( !p7 v !p93 v !p94 ),
( !p3 v p74 v p99 ),
( !p42 v p68 v !p79 ),
( p42 v p63 v p88 ),
( p33 v !p56 v !p60 ),
( p37 v !p50 v p86 ),
( !p61 v !p85 v p99 ),
( p4 v p71 v !p85 ),
( !p0 v !p16 v !p44 ),
( p16 v p19 v p98 ),
( !p21 v !p63 v p80 ),
( !p16 v p56 v !p57 ),
( !p77 v p89 v p90 ),
( !p13 v p41 v p57 ),
( p9 v p38 v !p55 ),
( !p24 v !p78 v !p86 ),
( !p1 v p39 v !p51 ),
( p10 v !p61 v p79 ),
( !p9 v p15 v p27 ),
( p50 v p89 v !p95 ),
( !p38 v !p46 v p74 ),
