Parsed passed CNF file /home/cannon/Documents/cannon/build/formulas/random_3sat/N150L480_33.cnf as 
{
( !p98 v !p99 v !p108 ),
( p27 v p84 v p126 ),
( p27 v p101 v !p121 ),
( p48 v !p125 v p126 ),
( !p110 v p113 v p122 ),
( !p2 v p57 v !p61 ),
( p20 v p117 v p144 ),
( p18 v p39 v !p122 ),
( p15 v p95 v !p100 ),
( p22 v p97 v p110 ),
( !p84 v !p93 v p96 ),
( !p3 v !p13 v !p122 ),
( !p77 v p88 v !p140 ),
( p94 v !p117 v p139 ),
( p11 v !p69 v !p96 ),
( !p30 v !p56 v p59 ),
( !p0 v p29 v !p84 ),
( !p78 v !p117 v p143 ),
( !p56 v !p65 v !p75 ),
( p4 v p30 v p102 ),
( p41 v !p42 v !p135 ),
( !p3 v !p46 v !p117 ),
( p30 v p75 v !p83 ),
( p21 v !p40 v !p62 ),
( !p11 v !p89 v !p119 ),
( !p27 v p87 v !p114 ),
( !p4 v p63 v p143 ),
( !p64 v !p73 v !p102 ),
( p109 v !p122 v !p125 ),
( !p89 v !p114 v p119 ),
( p1 v p26 v !p30 ),
( !p11 v p61 v !p105 ),
( p3 v !p39 v p131 ),
( !p4 v !p52 v p60 ),
( !p20 v p116 v p126 ),
( !p28 v !p80 v p109 ),
( p10 v !p62 v p82 ),
( p48 v !p83 v p103 ),
( p54 v p125 v !p134 ),
( p30 v p51 v p104 ),
( p35 v p67 v !p75 ),
( p7 v p82 v !p105 ),
( !p9 v !p20 v p121 ),
( p13 v p47 v !p130 ),
( p6 v !p93 v !p122 ),
( !p6 v !p40 v p114 ),
( !p54 v !p69 v p135 ),
( !p14 v p40 v !p60 ),
( !p30 v !p78 v p82 ),
( !p30 v !p74 v !p94 ),
( !p5 v !p48 v !p115 ),
( p89 v p101 v p102 ),
( p25 v !p59 v !p114 ),
( !p14 v p26 v !p108 ),
( !p5 v !p66 v !p88 ),
( !p87 v p90 v p111 ),
( !p11 v !p47 v !p73 ),
( !p3 v p7 v p43 ),
( !p45 v p48 v p65 ),
( p24 v p60 v p149 ),
( !p13 v p44 v p69 ),
( p24 v !p26 v !p108 ),
( !p78 v p118 v !p135 ),
( p45 v p52 v !p115 ),
( !p2 v p8 v !p99 ),
( p73 v p136 v !p145 ),
( p66 v p86 v !p136 ),
( p45 v !p81 v !p88 ),
( !p37 v !p77 v !p127 ),
( !p84 v !p97 v p123 ),
( !p23 v !p82 v p103 ),
( p87 v !p89 v !p123 ),
( !p34 v p141 v p144 ),
( !p50 v !p89 v !p103 ),
( !p58 v p91 v p102 ),
( p37 v !p60 v !p68 ),
( p60 v !p78 v p117 ),
( !p10 v p128 v !p140 ),
( !p47 v !p50 v p114 ),
( !p23 v p65 v p112 ),
( !p13 v !p52 v p136 ),
( p92 v !p123 v p127 ),
( p20 v !p109 v !p124 ),
( p47 v !p114 v !p124 ),
( !p17 v p61 v p66 ),
( p19 v p48 v !p53 ),
( p37 v !p73 v !p98 ),
( p37 v p62 v p69 ),
( p37 v p87 v p148 ),
( !p24 v !p48 v !p138 ),
( !p2 v p82 v p83 ),
( p81 v p84 v p137 ),
( p1 v p17 v !p117 ),
( p30 v !p51 v p89 ),
( p3 v p63 v !p97 ),
( p21 v !p47 v !p102 ),
( !p38 v !p64 v p133 ),
( p0 v !p11 v p122 ),
( p64 v !p104 v p133 ),
( !p24 v !p86 v !p132 ),
( p42 v !p60 v !p88 ),
( !p130 v !p141 v p149 ),
( p37 v !p122 v !p138 ),
( !p58 v !p109 v p126 ),
( p103 v p132 v !p143 ),
( p52 v p70 v !p113 ),
( p11 v !p18 v !p128 ),
( p42 v !p87 v p119 ),
( p35 v !p53 v !p125 ),
( p12 v !p63 v !p101 ),
( p34 v !p113 v p132 ),
( !p20 v p39 v !p97 ),
( !p35 v !p75 v p117 ),
( p83 v !p115 v p119 ),
( !p13 v !p73 v p147 ),
( !p45 v !p119 v !p148 ),
( p10 v p45 v !p72 ),
( !p37 v p105 v !p112 ),
( p14 v !p31 v p92 ),
( !p121 v p125 v !p145 ),
( !p20 v p75 v p114 ),
( p119 v !p125 v p139 ),
( p68 v p98 v p135 ),
( p31 v p44 v !p137 ),
( !p43 v !p85 v !p149 ),
( p50 v !p73 v !p134 ),
( p56 v p74 v p133 ),
( p14 v !p102 v p123 ),
( !p53 v p54 v p59 ),
( !p11 v p93 v !p108 ),
( p96 v p112 v p149 ),
( p38 v !p63 v p121 ),
( !p17 v !p56 v !p72 ),
( !p78 v !p98 v !p105 ),
( !p27 v !p69 v !p143 ),
( !p62 v !p76 v p145 ),
( p75 v !p97 v p115 ),
( p2 v !p44 v !p52 ),
( p14 v !p29 v !p40 ),
( !p46 v p81 v !p122 ),
( !p9 v !p35 v p108 ),
( p7 v !p55 v p74 ),
( p2 v p30 v !p90 ),
( !p17 v p26 v p140 ),
( p30 v p110 v p123 ),
( !p5 v !p54 v p146 ),
( !p67 v p113 v !p143 ),
( !p9 v !p67 v !p124 ),
( p0 v p35 v p92 ),
( !p58 v p103 v !p139 ),
( p57 v !p111 v p146 ),
( !p76 v p107 v p135 ),
( !p38 v !p89 v p111 ),
( p11 v !p60 v p62 ),
( p50 v p92 v p146 ),
( !p3 v p26 v p116 ),
( !p41 v !p59 v p87 ),
( !p2 v !p74 v p133 ),
( p10 v p84 v !p121 ),
( !p22 v !p46 v !p64 ),
( p6 v !p19 v p133 ),
( !p7 v !p8 v !p46 ),
( p9 v !p11 v !p49 ),
( p63 v p77 v !p130 ),
( p39 v p97 v p117 ),
( !p7 v !p128 v p141 ),
( p9 v !p56 v !p66 ),
( p9 v p16 v p141 ),
( !p29 v p100 v p139 ),
( p73 v p88 v p131 ),
( !p37 v p97 v p108 ),
( p97 v !p137 v p143 ),
( !p2 v !p62 v p119 ),
( !p12 v p91 v p130 ),
( !p85 v !p128 v !p131 ),
( !p16 v p23 v !p130 ),
( !p43 v !p63 v !p100 ),
( !p71 v p74 v p101 ),
( !p51 v !p111 v !p128 ),
( p22 v !p35 v p119 ),
( !p1 v !p22 v !p61 ),
( p26 v !p29 v p79 ),
( !p84 v !p134 v !p147 ),
( p0 v !p38 v p39 ),
( p82 v !p102 v !p116 ),
( p122 v p125 v p133 ),
( !p0 v !p39 v !p49 ),
( p7 v !p44 v !p78 ),
( p62 v !p134 v p140 ),
( !p0 v !p1 v p58 ),
( p12 v p17 v p32 ),
( !p67 v p78 v p140 ),
( p5 v !p116 v !p120 ),
( p45 v p103 v !p120 ),
( p33 v p45 v !p88 ),
( p74 v !p81 v !p98 ),
( !p13 v p46 v p74 ),
( p2 v p12 v p39 ),
( p88 v !p127 v !p133 ),
( !p60 v !p122 v p133 ),
( p1 v p28 v p141 ),
( !p14 v p91 v !p102 ),
( p63 v !p82 v !p140 ),
( p30 v p50 v !p116 ),
( !p4 v !p94 v p101 ),
( !p87 v p111 v !p123 ),
( p38 v !p46 v !p127 ),
( !p17 v p66 v !p108 ),
( p47 v !p65 v !p92 ),
( !p43 v !p113 v !p149 ),
( p4 v p26 v p38 ),
( !p58 v !p63 v p143 ),
( p32 v p82 v p137 ),
( !p59 v !p114 v !p142 ),
( p19 v p49 v p130 ),
( p15 v p24 v !p75 ),
( !p28 v !p140 v !p143 ),
( p15 v p65 v p99 ),
( !p6 v p73 v !p141 ),
( p105 v p125 v !p149 ),
( !p12 v p29 v p58 ),
( !p21 v p68 v !p96 ),
( !p41 v p77 v !p132 ),
( p63 v p80 v p86 ),
( p1 v p109 v p147 ),
( !p43 v p48 v p116 ),
( !p18 v !p52 v p143 ),
( !p37 v p102 v !p128 ),
( p15 v p32 v !p110 ),
( p17 v !p70 v p90 ),
( p22 v p47 v !p65 ),
( !p44 v !p48 v !p105 ),
( !p12 v p56 v !p121 ),
( !p51 v !p72 v p125 ),
( p15 v !p33 v p41 ),
( !p62 v !p117 v p147 ),
( !p11 v p29 v p80 ),
( p64 v !p83 v p135 ),
( !p83 v !p104 v p130 ),
( !p57 v !p71 v !p125 ),
( !p15 v p70 v !p104 ),
( p2 v p67 v !p147 ),
( p44 v !p85 v p132 ),
( !p61 v p74 v p79 ),
( !p88 v !p120 v p139 ),
( !p72 v p89 v !p146 ),
( p97 v !p120 v !p131 ),
( p51 v p81 v p105 ),
( !p17 v p136 v p149 ),
( p4 v !p45 v !p92 ),
( !p38 v !p91 v p94 ),
( !p2 v !p13 v !p78 ),
( !p85 v p103 v !p138 ),
( p44 v !p101 v p126 ),
( !p90 v p130 v p132 ),
( p66 v !p76 v !p138 ),
( p43 v p95 v !p109 ),
( !p25 v !p29 v p79 ),
( p28 v !p67 v !p117 ),
( !p71 v p94 v p147 ),
( p27 v !p46 v p81 ),
( !p25 v !p79 v p140 ),
( p15 v p51 v p122 ),
( !p69 v !p91 v p133 ),
( p75 v !p89 v !p141 ),
( !p14 v p72 v !p134 ),
( !p20 v !p23 v p70 ),
( p7 v p15 v p93 ),
( p15 v !p98 v !p123 ),
( !p79 v p116 v p147 ),
( p29 v p54 v !p65 ),
( p38 v p82 v !p134 ),
( p56 v !p125 v p148 ),
( !p58 v !p66 v p138 ),
( !p23 v !p80 v !p143 ),
( p17 v p27 v p149 ),
( p13 v !p41 v !p111 ),
( p8 v p139 v !p149 ),
( p2 v p52 v !p136 ),
( !p64 v p98 v p122 ),
( !p14 v p55 v !p146 ),
( !p40 v p50 v !p95 ),
( p12 v p129 v p147 ),
( p11 v !p80 v !p111 ),
( !p0 v p48 v !p81 ),
( p11 v !p50 v !p51 ),
( p71 v p77 v p137 ),
( p16 v !p67 v !p108 ),
( !p23 v !p68 v !p129 ),
( p75 v p108 v p138 ),
( p28 v !p53 v p116 ),
( !p40 v p91 v !p97 ),
( !p38 v p81 v p142 ),
( p34 v p110 v p120 ),
( !p19 v p25 v !p63 ),
( !p39 v p52 v !p94 ),
( p59 v p96 v p99 ),
( p4 v p55 v p138 ),
( !p22 v !p43 v p60 ),
( p35 v p108 v p112 ),
( !p16 v !p84 v p91 ),
( !p29 v p104 v p145 ),
( p5 v p99 v p123 ),
( p29 v !p104 v p122 ),
( p96 v !p127 v p129 ),
( p27 v p83 v !p92 ),
( !p73 v !p87 v !p133 ),
( !p21 v p104 v p130 ),
( !p8 v !p32 v !p129 ),
( !p1 v !p17 v !p93 ),
( p19 v p84 v p146 ),
( !p3 v p94 v !p123 ),
( p80 v p130 v !p133 ),
( p50 v p126 v !p147 ),
( !p76 v !p134 v !p143 ),
( !p83 v !p94 v p131 ),
( p9 v !p48 v !p120 ),
( !p34 v p89 v !p138 ),
( p86 v p96 v !p128 ),
( p3 v !p73 v !p88 ),
( p50 v p71 v !p121 ),
( !p78 v p117 v p126 ),
( !p69 v !p78 v !p144 ),
( !p18 v !p37 v !p141 ),
( p19 v p79 v p94 ),
( !p10 v !p66 v p114 ),
( !p0 v p6 v !p45 ),
( p55 v p78 v !p139 ),
( p22 v !p25 v !p72 ),
( !p49 v p81 v !p118 ),
( p28 v !p61 v !p109 ),
( p39 v !p46 v !p97 ),
( p38 v !p44 v p94 ),
( p53 v p104 v !p123 ),
( !p29 v p75 v !p103 ),
( p17 v !p52 v p80 ),
( p107 v !p117 v !p145 ),
( !p90 v !p126 v p149 ),
( !p7 v p55 v p102 ),
( !p16 v !p113 v p118 ),
( !p81 v p116 v !p141 ),
( p17 v p27 v !p73 ),
( !p24 v !p89 v p126 ),
( p97 v !p115 v p148 ),
( !p41 v p49 v p83 ),
( p1 v p31 v !p104 ),
( !p70 v !p84 v p116 ),
( p13 v !p39 v p135 ),
( p30 v p34 v !p128 ),
( p24 v !p53 v !p75 ),
( p36 v p53 v !p116 ),
( !p8 v !p73 v !p112 ),
( p19 v p25 v p44 ),
( p78 v p109 v p146 ),
( p28 v p97 v !p128 ),
( !p29 v !p97 v !p110 ),
( !p84 v !p124 v !p146 ),
( !p53 v p85 v p119 ),
( p50 v p82 v p95 ),
( p25 v p78 v p84 ),
( p8 v !p14 v !p102 ),
( p84 v !p111 v p126 ),
( p74 v p75 v !p143 ),
( !p42 v p87 v p119 ),
