Parsed passed CNF file formulas/random_3sat/N100L380_55.cnf as 
{
( !p55 v !p61 v p65 ),
( !p2 v !p3 v p46 ),
( !p68 v !p81 v p94 ),
( p41 v p80 v p96 ),
( !p70 v p92 v p95 ),
( p11 v p34 v p80 ),
( !p2 v p48 v !p81 ),
( p37 v p85 v !p87 ),
( p59 v !p61 v p90 ),
( !p28 v p51 v !p76 ),
( !p38 v p65 v p78 ),
( p7 v !p16 v !p84 ),
( p90 v !p92 v p99 ),
( !p80 v !p83 v !p85 ),
( p10 v !p36 v p87 ),
( !p29 v p44 v p95 ),
( p7 v !p27 v !p31 ),
( !p10 v !p74 v !p82 ),
( p78 v !p81 v !p83 ),
( p3 v !p31 v p99 ),
( p8 v p52 v !p88 ),
( p4 v !p30 v !p79 ),
( !p37 v p57 v p64 ),
( !p24 v p43 v !p80 ),
( !p14 v !p59 v p61 ),
( !p6 v p26 v p86 ),
( p2 v !p49 v !p61 ),
( !p22 v p66 v !p81 ),
( !p1 v !p72 v !p87 ),
( p25 v !p63 v p96 ),
( !p37 v !p53 v !p69 ),
( !p8 v p47 v p73 ),
( p10 v p48 v p50 ),
( p7 v p82 v p83 ),
( p43 v p62 v !p76 ),
( p6 v p57 v p89 ),
( !p17 v p50 v p69 ),
( p6 v p21 v !p43 ),
( !p24 v !p52 v p85 ),
( p11 v p42 v p74 ),
( !p23 v p45 v !p96 ),
( p27 v p44 v p61 ),
( !p19 v p42 v !p58 ),
( p16 v p33 v p67 ),
( !p4 v p54 v p99 ),
( !p17 v p36 v p37 ),
( p29 v !p50 v !p84 ),
( p26 v p71 v !p73 ),
( !p22 v p80 v !p87 ),
( p47 v !p68 v p73 ),
( !p46 v !p47 v !p60 ),
( p6 v p38 v p99 ),
( !p8 v p46 v !p86 ),
( !p10 v !p45 v p89 ),
( !p25 v p34 v !p68 ),
( !p70 v !p78 v !p94 ),
( !p46 v p48 v p72 ),
( p52 v !p69 v p98 ),
( !p32 v !p38 v p64 ),
( !p64 v !p75 v !p99 ),
( !p11 v !p24 v p51 ),
( !p31 v !p57 v p89 ),
( !p20 v p26 v p42 ),
( p25 v p63 v p85 ),
( p16 v p63 v !p93 ),
( !p7 v p13 v p14 ),
( p10 v p23 v p59 ),
( p49 v p51 v p57 ),
( !p5 v p41 v !p66 ),
( p50 v p66 v p67 ),
( !p6 v !p27 v !p60 ),
( !p1 v p10 v p22 ),
( !p7 v p48 v p68 ),
( p10 v !p19 v !p68 ),
( !p10 v !p28 v p33 ),
( !p8 v !p86 v !p96 ),
( !p20 v p30 v !p84 ),
( p24 v !p35 v !p70 ),
( p67 v p77 v !p78 ),
( !p17 v !p41 v p48 ),
( !p68 v !p84 v p94 ),
( p0 v !p17 v !p41 ),
( !p39 v !p60 v !p83 ),
( !p30 v p75 v !p79 ),
( !p27 v p52 v !p93 ),
( !p38 v p44 v !p68 ),
( !p8 v p37 v p80 ),
( !p2 v p39 v !p55 ),
( !p1 v !p36 v !p89 ),
( p42 v !p63 v p90 ),
( !p6 v !p19 v p32 ),
( p21 v p44 v p66 ),
( p17 v p33 v !p95 ),
( !p21 v !p62 v !p93 ),
( p63 v p96 v p98 ),
( p5 v p6 v !p74 ),
( !p61 v !p88 v p94 ),
( p38 v !p50 v p93 ),
( !p15 v !p19 v p27 ),
( !p10 v p22 v !p66 ),
( !p18 v !p36 v p82 ),
( p1 v p48 v !p49 ),
( !p9 v p29 v p43 ),
( !p25 v !p41 v p58 ),
( p6 v p55 v p75 ),
( p44 v p49 v p70 ),
( !p9 v !p42 v !p50 ),
( p14 v p49 v p55 ),
( !p10 v !p29 v p79 ),
( p32 v p34 v !p81 ),
( !p29 v !p71 v p90 ),
( !p33 v p77 v p89 ),
( !p48 v p49 v p98 ),
( !p16 v p51 v !p65 ),
( p2 v p25 v p75 ),
( p48 v !p60 v p88 ),
( p3 v !p18 v p82 ),
( !p45 v p46 v !p63 ),
( p19 v !p22 v p31 ),
( p3 v !p8 v p79 ),
( p32 v !p94 v p95 ),
( !p3 v !p24 v !p68 ),
( !p14 v p31 v p96 ),
( p18 v p24 v p38 ),
( p6 v p39 v !p77 ),
( !p25 v !p34 v !p55 ),
( p8 v p15 v p49 ),
( p66 v !p79 v !p80 ),
( !p7 v !p36 v !p37 ),
( !p8 v !p28 v !p72 ),
( !p4 v p38 v p84 ),
( p18 v !p20 v p60 ),
( !p80 v p83 v p98 ),
( !p29 v p68 v p74 ),
( !p12 v p41 v p79 ),
( p10 v p46 v !p91 ),
( !p40 v !p46 v p74 ),
( !p5 v p53 v !p74 ),
( p36 v !p75 v !p79 ),
( p10 v p13 v p33 ),
( p35 v !p49 v !p88 ),
( !p15 v p37 v p78 ),
( !p18 v !p32 v !p78 ),
( !p14 v !p16 v p40 ),
( p41 v !p86 v !p99 ),
( !p36 v p52 v p75 ),
( !p24 v !p46 v !p59 ),
( !p1 v p5 v p36 ),
( !p24 v !p83 v p90 ),
( p21 v p45 v !p85 ),
( !p0 v !p13 v p74 ),
( p64 v p72 v !p84 ),
( !p35 v !p54 v p69 ),
( !p17 v p57 v !p79 ),
( !p15 v p81 v p85 ),
( !p10 v !p35 v p90 ),
( p62 v p67 v !p94 ),
( !p43 v p81 v p98 ),
( p75 v p81 v p86 ),
( p15 v !p25 v p55 ),
( p48 v !p74 v !p84 ),
