Parsed passed CNF file formulas/random_3sat/N100L560_9.cnf as 
{
( p1 v !p3 v p14 ),
( p29 v p43 v p91 ),
( !p36 v p44 v !p73 ),
( !p19 v p55 v p89 ),
( !p14 v p31 v p67 ),
( p17 v p61 v p65 ),
( !p63 v p64 v !p97 ),
( !p43 v !p82 v p99 ),
( !p4 v p30 v !p65 ),
( p22 v p31 v p38 ),
( !p1 v p6 v !p38 ),
( p1 v !p6 v p26 ),
( !p10 v !p43 v !p67 ),
( !p25 v p75 v !p83 ),
( !p18 v p56 v p64 ),
( p58 v !p87 v p99 ),
( p73 v !p93 v !p98 ),
( !p9 v !p33 v !p81 ),
( !p20 v !p26 v p46 ),
( p13 v p62 v p95 ),
( !p16 v p18 v p29 ),
( !p15 v p38 v p50 ),
( p7 v p56 v p76 ),
( !p8 v !p46 v !p99 ),
( p29 v p70 v p78 ),
( !p8 v !p36 v p45 ),
( !p4 v p6 v !p86 ),
( !p35 v !p62 v p68 ),
( !p1 v !p14 v !p27 ),
( p6 v !p52 v p60 ),
( p22 v !p96 v !p99 ),
( p15 v !p30 v p46 ),
( p26 v p80 v !p89 ),
( p54 v !p68 v !p99 ),
( !p4 v p36 v !p88 ),
( p15 v p31 v !p79 ),
( !p3 v !p19 v !p38 ),
( !p18 v p72 v p86 ),
( !p54 v p63 v p76 ),
( p41 v p44 v p63 ),
( p4 v p44 v !p57 ),
( !p19 v !p44 v p99 ),
( p17 v !p37 v p74 ),
( p65 v p72 v p90 ),
( p7 v !p75 v p87 ),
( p44 v !p70 v p90 ),
( !p26 v !p51 v !p84 ),
( p28 v !p35 v !p46 ),
( p10 v p15 v !p83 ),
( p5 v !p43 v !p54 ),
( !p30 v p64 v p82 ),
( !p6 v !p28 v !p67 ),
( p46 v !p80 v !p83 ),
( !p25 v !p50 v !p86 ),
( !p15 v p16 v p32 ),
( p24 v p26 v !p68 ),
( p4 v !p42 v !p97 ),
( p24 v p59 v p94 ),
( p15 v p33 v !p42 ),
( p0 v !p9 v !p57 ),
( !p47 v p54 v !p94 ),
( !p21 v !p57 v !p83 ),
( p22 v p44 v !p63 ),
( p23 v p83 v !p85 ),
( !p7 v p16 v p32 ),
( p10 v p22 v !p82 ),
( !p25 v !p56 v !p85 ),
( !p15 v !p40 v p93 ),
( !p29 v !p44 v p92 ),
( p1 v p30 v !p95 ),
( p31 v p33 v p83 ),
( p16 v p33 v p81 ),
( !p17 v p21 v !p25 ),
( !p55 v p62 v !p88 ),
( !p48 v !p86 v p96 ),
( !p16 v p22 v p32 ),
( !p52 v !p54 v !p90 ),
( !p24 v p40 v !p95 ),
( !p40 v !p57 v !p97 ),
( p6 v p16 v p90 ),
( p41 v !p68 v !p69 ),
( !p48 v !p67 v !p89 ),
( p47 v !p97 v p99 ),
( p3 v !p92 v p97 ),
( !p3 v p74 v p90 ),
( !p25 v p32 v p42 ),
( !p16 v !p41 v !p66 ),
( p48 v !p55 v p91 ),
( p7 v !p47 v p48 ),
( p23 v !p36 v !p77 ),
( p1 v !p16 v p68 ),
( p0 v !p11 v !p90 ),
( p13 v p37 v !p83 ),
( p32 v p87 v !p96 ),
( !p1 v p17 v !p29 ),
( p3 v p34 v p66 ),
( p16 v p32 v p54 ),
( p13 v !p56 v !p57 ),
( !p48 v p87 v !p94 ),
( !p23 v p42 v !p64 ),
( !p36 v p43 v !p77 ),
( !p37 v p53 v !p68 ),
( p17 v p46 v p96 ),
( p17 v p34 v !p42 ),
( !p30 v !p57 v !p99 ),
( !p56 v !p62 v p99 ),
( !p6 v p10 v !p71 ),
( p49 v p71 v !p83 ),
( !p0 v p73 v p80 ),
( p9 v !p25 v !p64 ),
( !p38 v p52 v p97 ),
( p12 v !p60 v p88 ),
( !p5 v p38 v p66 ),
( p24 v p74 v !p76 ),
( !p62 v p68 v !p74 ),
( p51 v !p93 v !p94 ),
( !p44 v p76 v !p79 ),
( !p10 v p84 v p87 ),
( !p24 v p76 v p89 ),
( p20 v !p67 v !p79 ),
( p41 v p63 v !p97 ),
( p42 v p55 v !p98 ),
( p41 v !p51 v p64 ),
( !p21 v p76 v p78 ),
( !p22 v p78 v !p86 ),
( !p31 v p43 v p73 ),
( !p7 v !p59 v !p97 ),
( !p56 v !p95 v p99 ),
( !p21 v p36 v p62 ),
( p8 v p70 v !p92 ),
( p51 v p70 v p84 ),
( p59 v !p68 v p89 ),
( p16 v !p41 v !p73 ),
( !p16 v p24 v !p87 ),
( !p10 v !p21 v !p84 ),
( p56 v p73 v !p96 ),
( !p6 v !p67 v p72 ),
( !p59 v !p74 v !p97 ),
( !p27 v p89 v p98 ),
( p27 v p44 v !p70 ),
( p0 v p24 v !p62 ),
( !p60 v !p77 v !p84 ),
( !p6 v !p58 v !p91 ),
( !p19 v !p81 v p94 ),
( !p41 v p52 v p74 ),
( p60 v !p71 v p94 ),
( p4 v p35 v p92 ),
( !p14 v p42 v !p49 ),
( p0 v p20 v !p54 ),
( p22 v !p76 v !p87 ),
( !p29 v p89 v !p91 ),
( !p0 v p6 v p46 ),
( p16 v !p23 v p38 ),
( !p0 v !p46 v !p61 ),
( !p43 v !p48 v p52 ),
( !p17 v p70 v !p86 ),
( p0 v !p23 v p90 ),
( !p5 v !p47 v !p54 ),
( !p64 v !p80 v !p85 ),
( p11 v !p30 v p61 ),
( p59 v p66 v p86 ),
( !p17 v !p67 v !p94 ),
( p13 v p77 v p98 ),
( p30 v !p67 v !p76 ),
( !p33 v !p60 v p71 ),
( p47 v p70 v !p80 ),
( p29 v !p30 v p99 ),
( p58 v !p63 v p95 ),
( p9 v !p45 v !p88 ),
( !p3 v !p30 v p73 ),
( !p18 v p25 v !p88 ),
( !p43 v p74 v !p91 ),
( !p40 v !p49 v p84 ),
( !p36 v p55 v p94 ),
( p48 v p61 v !p76 ),
( p60 v p86 v !p89 ),
( p42 v !p44 v p90 ),
( !p9 v p33 v !p46 ),
( !p27 v p48 v !p59 ),
( p8 v p82 v p94 ),
( !p61 v p80 v !p98 ),
( !p36 v p67 v p76 ),
( p3 v p75 v p81 ),
( !p22 v p53 v p66 ),
( p21 v !p42 v p82 ),
( !p25 v !p29 v p83 ),
( p66 v !p90 v !p92 ),
( !p7 v p39 v !p64 ),
( p26 v !p62 v p92 ),
( p20 v !p58 v !p95 ),
( !p59 v p71 v p97 ),
( p1 v !p48 v p60 ),
( p23 v p30 v p60 ),
( !p0 v !p85 v !p98 ),
( p19 v !p20 v p59 ),
( p1 v p33 v !p66 ),
( p17 v p35 v !p93 ),
( p51 v !p56 v !p94 ),
( p2 v p67 v !p71 ),
( p46 v !p54 v !p63 ),
( p14 v !p30 v !p53 ),
( !p73 v p74 v !p91 ),
( !p25 v p60 v p75 ),
( !p3 v p47 v p96 ),
( !p34 v p74 v !p78 ),
( !p27 v !p56 v p76 ),
( p3 v !p28 v p59 ),
( p74 v !p97 v !p99 ),
( !p15 v !p84 v p95 ),
( !p79 v !p87 v p92 ),
( p34 v !p86 v p92 ),
( p16 v !p19 v !p63 ),
( !p3 v !p83 v !p93 ),
( p3 v p5 v !p32 ),
( p53 v p57 v p68 ),
( p70 v p73 v p75 ),
( p16 v p17 v p54 ),
( !p24 v p72 v !p96 ),
( p62 v !p66 v !p80 ),
( !p7 v p39 v p70 ),
( p15 v p65 v !p76 ),
( !p4 v p47 v p48 ),
( p42 v !p50 v p84 ),
( !p4 v p74 v p75 ),
( !p13 v p24 v !p61 ),
( p6 v !p9 v !p41 ),
( !p56 v p60 v !p79 ),
( !p58 v !p62 v p71 ),
( !p9 v p14 v p38 ),
( p50 v !p63 v p81 ),
( p46 v !p70 v !p88 ),
( p57 v p82 v p92 ),
( !p2 v p29 v p34 ),
( p2 v p47 v !p48 ),
( p5 v !p52 v !p60 ),
( !p6 v p7 v !p31 ),
( p31 v !p43 v !p71 ),
( !p60 v p72 v p80 ),
( !p2 v !p34 v p66 ),
( !p16 v p42 v p84 ),
( p24 v p27 v p72 ),
( p10 v !p25 v !p61 ),
( p22 v !p40 v !p76 ),
( !p26 v !p79 v p89 ),
( !p32 v p43 v p94 ),
( p0 v p8 v p24 ),
( p49 v p67 v p71 ),
( p8 v p38 v !p86 ),
( p10 v p33 v p93 ),
( !p23 v !p50 v !p56 ),
( p20 v p28 v !p50 ),
( p8 v !p25 v !p97 ),
( !p12 v !p79 v p86 ),
( !p9 v !p64 v p97 ),
( p18 v p35 v p95 ),
( p45 v !p69 v !p74 ),
( p23 v p36 v !p65 ),
( p0 v p46 v !p85 ),
( p65 v p78 v !p92 ),
( !p42 v !p53 v !p92 ),
( !p9 v p70 v !p99 ),
( p4 v !p12 v !p85 ),
( p42 v !p51 v !p88 ),
( !p15 v p49 v p98 ),
( p42 v !p51 v p71 ),
( !p16 v !p35 v p98 ),
( p38 v p46 v p93 ),
( p34 v p69 v p89 ),
( !p42 v !p57 v p64 ),
( !p56 v p67 v p76 ),
( !p29 v p66 v !p87 ),
( p2 v p61 v !p62 ),
( !p56 v !p59 v !p95 ),
( p37 v p45 v p80 ),
( !p3 v !p9 v !p63 ),
( p1 v p31 v !p61 ),
( !p3 v p20 v !p98 ),
( p22 v !p93 v p97 ),
( !p40 v !p74 v !p81 ),
( !p18 v p59 v !p82 ),
( p13 v !p31 v p56 ),
( !p64 v !p65 v !p97 ),
( p9 v p34 v !p62 ),
( p3 v !p40 v !p97 ),
( p14 v p20 v p62 ),
( p0 v !p22 v !p80 ),
( !p39 v p71 v p92 ),
( p82 v !p93 v !p96 ),
( !p47 v !p63 v p97 ),
( p9 v !p31 v p87 ),
( p20 v p35 v !p43 ),
( !p75 v !p89 v !p99 ),
( !p27 v !p49 v !p75 ),
( p19 v !p71 v !p98 ),
( !p27 v !p35 v p68 ),
( p1 v !p5 v !p32 ),
( p21 v !p77 v p87 ),
( !p28 v p51 v p94 ),
( !p10 v p49 v !p58 ),
( !p29 v p76 v !p83 ),
( !p24 v p47 v !p77 ),
( p22 v !p39 v p95 ),
( !p41 v !p55 v !p99 ),
( !p8 v p26 v p73 ),
( !p11 v !p29 v !p67 ),
( p19 v p33 v !p55 ),
( !p19 v p58 v p61 ),
( !p39 v p40 v p57 ),
( !p7 v !p67 v !p78 ),
( p1 v p15 v p80 ),
( p35 v !p59 v !p95 ),
( !p30 v !p33 v !p97 ),
( p34 v !p54 v p83 ),
( p67 v p75 v p93 ),
( !p11 v p12 v !p76 ),
( p18 v !p23 v p32 ),
( !p46 v p53 v p70 ),
( p4 v !p34 v p67 ),
( !p44 v !p55 v !p93 ),
( p7 v p36 v p79 ),
( p5 v !p11 v !p19 ),
( !p11 v !p22 v p70 ),
( !p28 v !p61 v !p92 ),
( p13 v !p55 v !p57 ),
( !p21 v !p28 v p55 ),
( !p50 v !p82 v !p98 ),
( p45 v p66 v p76 ),
( p33 v p54 v !p83 ),
( !p5 v !p6 v !p39 ),
( p3 v !p64 v p95 ),
( p8 v !p56 v !p99 ),
( !p23 v !p39 v !p62 ),
( p26 v p30 v p79 ),
( p58 v p75 v !p93 ),
( p26 v p29 v !p52 ),
( p20 v p30 v !p97 ),
( !p5 v !p20 v p72 ),
( p7 v p18 v p24 ),
( p26 v p41 v p74 ),
( !p71 v p96 v !p97 ),
( p2 v !p72 v !p92 ),
( !p1 v p30 v !p78 ),
( p63 v !p64 v p78 ),
( p40 v p58 v !p79 ),
( !p4 v p69 v !p99 ),
( p12 v !p83 v !p96 ),
( p53 v !p64 v p72 ),
( !p4 v !p94 v p99 ),
( !p4 v !p5 v !p58 ),
( !p30 v !p36 v !p45 ),
( !p4 v p7 v p97 ),
( !p12 v !p73 v p98 ),
( !p25 v !p78 v p91 ),
( !p9 v !p28 v !p77 ),
( !p4 v p30 v p41 ),
( p16 v !p63 v p89 ),
( !p12 v p91 v !p92 ),
( !p39 v p57 v p86 ),
( p20 v p43 v p79 ),
( p34 v p61 v p65 ),
( p16 v !p18 v !p43 ),
( p19 v p29 v !p93 ),
( !p47 v !p49 v !p63 ),
( !p1 v p4 v p13 ),
( !p7 v !p37 v !p76 ),
( p6 v !p62 v p64 ),
( !p25 v p42 v !p93 ),
( p70 v p81 v p85 ),
( !p16 v !p46 v !p77 ),
( !p7 v p42 v p55 ),
( !p35 v p67 v !p92 ),
( p52 v !p81 v p95 ),
( p36 v !p56 v !p84 ),
( p37 v p52 v !p66 ),
( !p28 v p64 v !p81 ),
( p13 v !p21 v p50 ),
( p7 v !p58 v !p86 ),
( !p48 v !p53 v p83 ),
( !p55 v p56 v !p71 ),
( !p2 v p65 v !p70 ),
( !p13 v !p50 v p70 ),
( !p28 v p57 v p78 ),
( !p16 v p55 v p57 ),
( p7 v !p21 v !p25 ),
( p1 v !p34 v !p57 ),
( !p14 v !p35 v p50 ),
( p23 v p34 v p47 ),
( p10 v !p45 v p55 ),
( p6 v p25 v p98 ),
( !p16 v !p57 v !p90 ),
( !p27 v p46 v !p68 ),
( !p3 v !p11 v p35 ),
( p7 v !p42 v !p83 ),
( !p13 v !p42 v !p99 ),
( p10 v p24 v p85 ),
( p15 v !p24 v p96 ),
( !p14 v p31 v p64 ),
( !p34 v !p45 v !p89 ),
( !p2 v !p59 v !p68 ),
( !p31 v !p45 v p59 ),
( !p21 v p76 v p80 ),
( p21 v p45 v p73 ),
( !p12 v p13 v !p92 ),
( p2 v !p18 v !p84 ),
( p23 v p27 v !p78 ),
( !p24 v !p46 v p65 ),
( p23 v p77 v p85 ),
( p10 v p73 v p95 ),
( p8 v p58 v p62 ),
( !p0 v p12 v !p70 ),
( !p25 v !p62 v p83 ),
( p78 v p82 v p90 ),
( !p50 v p76 v p98 ),
( !p55 v !p71 v !p78 ),
