Parsed passed CNF file /home/cannon/Documents/cannon/build/formulas/random_3sat/N100L380_2.cnf as 
{
( p9 v !p10 v !p32 ),
( !p11 v p22 v !p39 ),
( p38 v !p73 v !p78 ),
( !p46 v p50 v !p57 ),
( p80 v !p88 v !p99 ),
( p76 v p78 v p93 ),
( p25 v p40 v !p96 ),
( !p59 v p74 v !p80 ),
( !p17 v !p57 v p86 ),
( !p31 v p55 v p84 ),
( !p17 v !p38 v !p54 ),
( !p55 v p64 v p90 ),
( !p67 v !p73 v !p79 ),
( p21 v p25 v p95 ),
( p11 v p29 v p96 ),
( !p14 v !p35 v p70 ),
( !p34 v !p47 v p90 ),
( p13 v p62 v !p82 ),
( !p2 v p66 v p79 ),
( p6 v !p48 v p71 ),
( !p5 v p55 v !p73 ),
( !p18 v p55 v p94 ),
( p21 v !p28 v !p98 ),
( !p4 v p14 v !p22 ),
( p78 v p79 v p97 ),
( !p38 v p93 v !p98 ),
( p24 v p60 v p86 ),
( !p4 v p7 v !p91 ),
( p4 v p26 v p41 ),
( !p7 v !p82 v p87 ),
( !p5 v !p17 v !p86 ),
( !p10 v !p11 v p59 ),
( !p60 v p67 v !p69 ),
( !p65 v p70 v !p81 ),
( p71 v p81 v p97 ),
( !p14 v p72 v !p77 ),
( !p19 v p33 v p49 ),
( p21 v !p28 v p50 ),
( !p13 v p85 v p91 ),
( !p7 v !p51 v p91 ),
( !p8 v p15 v p88 ),
( p70 v !p71 v !p72 ),
( !p22 v !p43 v !p94 ),
( p30 v p50 v !p67 ),
( !p42 v p91 v p96 ),
( !p8 v !p19 v p81 ),
( p21 v p77 v !p85 ),
( p45 v !p52 v p62 ),
( !p19 v !p24 v p45 ),
( p5 v p38 v !p49 ),
( p64 v !p88 v !p91 ),
( !p34 v !p51 v p56 ),
( !p2 v p12 v p21 ),
( p7 v p11 v !p53 ),
( !p48 v !p52 v p76 ),
( p24 v !p84 v !p86 ),
( !p27 v p66 v !p81 ),
( !p3 v !p4 v p38 ),
( p4 v !p48 v p95 ),
( !p17 v p43 v !p68 ),
( !p6 v p49 v !p70 ),
( !p3 v !p47 v p84 ),
( !p35 v !p39 v !p60 ),
( !p33 v p75 v p91 ),
( p35 v p41 v !p47 ),
( p36 v p46 v p97 ),
( p33 v !p58 v p93 ),
( !p12 v !p13 v p68 ),
( p2 v !p16 v !p97 ),
( p16 v !p47 v p95 ),
( p56 v p60 v !p84 ),
( !p50 v p80 v p89 ),
( !p6 v !p54 v !p70 ),
( p25 v !p65 v p68 ),
( p4 v !p19 v !p96 ),
( !p1 v p34 v p88 ),
( p13 v !p20 v p99 ),
( !p70 v !p81 v !p83 ),
( !p51 v !p62 v p86 ),
( !p55 v !p77 v !p82 ),
( p19 v p31 v !p80 ),
( p31 v p46 v p83 ),
( !p31 v p44 v p79 ),
