Parsed passed CNF file /home/cannon/Documents/cannon/build/formulas/random_3sat/N100L560_49.cnf as 
{
( !p27 v p87 v p99 ),
( !p5 v !p60 v !p62 ),
( !p63 v !p66 v p79 ),
( p18 v p72 v !p76 ),
( !p4 v p6 v !p49 ),
( p20 v !p35 v p54 ),
( p13 v !p85 v p89 ),
( !p49 v !p88 v p91 ),
( !p12 v !p90 v p96 ),
( p25 v p63 v !p97 ),
( !p10 v p86 v !p91 ),
( p49 v !p50 v p56 ),
( !p5 v !p74 v p78 ),
( p14 v p23 v !p84 ),
( p3 v p42 v !p51 ),
( p69 v p72 v p97 ),
( !p37 v p92 v p98 ),
( p19 v !p32 v p51 ),
( p22 v !p27 v !p64 ),
( !p11 v !p46 v !p83 ),
( !p35 v p58 v p74 ),
( !p54 v !p62 v !p85 ),
( !p22 v p57 v !p65 ),
( !p10 v !p37 v p86 ),
( p25 v !p37 v p64 ),
( p33 v p52 v p92 ),
( !p9 v p57 v p68 ),
( !p12 v p18 v p65 ),
( !p69 v !p86 v !p91 ),
( p21 v !p28 v p73 ),
( !p72 v p82 v !p87 ),
( p7 v p10 v !p98 ),
( !p34 v !p94 v !p98 ),
( p2 v !p26 v !p66 ),
( !p48 v !p66 v p90 ),
( p20 v !p42 v p45 ),
( p14 v p26 v !p83 ),
( !p1 v p47 v p69 ),
( !p4 v !p54 v !p74 ),
( p24 v !p30 v !p90 ),
( p23 v p27 v !p44 ),
( !p32 v !p89 v !p96 ),
( !p46 v !p55 v !p99 ),
( !p37 v !p67 v !p83 ),
( p5 v !p15 v p94 ),
( !p65 v p80 v p82 ),
( p42 v !p87 v p95 ),
( p39 v !p41 v p80 ),
( !p5 v p15 v !p26 ),
( !p1 v !p61 v p86 ),
( !p66 v !p68 v p73 ),
( p36 v p69 v p74 ),
( !p30 v !p80 v p88 ),
( !p29 v !p43 v p58 ),
( p35 v p46 v !p57 ),
( !p48 v p84 v p91 ),
( !p46 v !p78 v !p84 ),
( p19 v p22 v !p97 ),
( !p20 v p84 v p98 ),
( p2 v p14 v p81 ),
( p2 v !p50 v p84 ),
( !p20 v !p67 v p79 ),
( p42 v p47 v p71 ),
( p10 v !p22 v p66 ),
( p44 v p78 v p83 ),
( p48 v p58 v !p80 ),
( p32 v p58 v !p97 ),
( p21 v p69 v !p91 ),
( p13 v !p57 v !p75 ),
( p13 v p44 v !p46 ),
( p9 v !p11 v p83 ),
( p66 v p70 v !p74 ),
( !p26 v !p47 v !p92 ),
( p1 v p71 v !p85 ),
( p66 v p68 v !p99 ),
( !p11 v !p81 v !p89 ),
( !p9 v p11 v !p71 ),
( p59 v p60 v !p67 ),
( !p17 v p39 v !p73 ),
( p3 v !p13 v p87 ),
( !p25 v p71 v !p88 ),
