Parsed passed CNF file formulas/random_3sat/N150L540_57.cnf as 
{
( !p44 v p140 v !p145 ),
( p35 v !p127 v !p129 ),
( p7 v !p20 v !p53 ),
( !p75 v !p80 v p108 ),
( p8 v !p42 v !p60 ),
( !p51 v p113 v p142 ),
( !p3 v p76 v p129 ),
( p0 v !p6 v p77 ),
( p17 v p54 v p89 ),
( !p102 v p104 v !p139 ),
( !p123 v !p127 v p135 ),
( p4 v p55 v p60 ),
( !p66 v !p99 v !p141 ),
( p25 v !p56 v !p60 ),
( !p40 v !p72 v !p87 ),
( !p82 v p91 v p109 ),
( !p18 v p114 v !p143 ),
( !p13 v !p104 v !p144 ),
( p52 v !p93 v p138 ),
( p12 v !p108 v p149 ),
( !p40 v p54 v !p79 ),
( p20 v !p86 v p109 ),
( p47 v p65 v !p72 ),
( !p68 v !p137 v !p141 ),
( p76 v p89 v p112 ),
( p57 v !p102 v !p105 ),
( p122 v !p125 v !p136 ),
( !p19 v p31 v p40 ),
( p100 v p107 v !p130 ),
( !p64 v p83 v p118 ),
( p12 v !p60 v !p87 ),
( p39 v p117 v !p134 ),
( !p17 v !p26 v !p141 ),
( !p47 v p81 v !p88 ),
( p19 v p30 v p116 ),
( p47 v !p49 v p64 ),
( !p49 v !p54 v !p75 ),
( p77 v !p90 v !p104 ),
( !p8 v !p52 v !p136 ),
( p76 v !p84 v !p142 ),
( p9 v !p47 v !p83 ),
( p48 v !p71 v p122 ),
( !p45 v !p57 v !p111 ),
( !p72 v !p79 v !p102 ),
( !p11 v p76 v p110 ),
( !p58 v !p137 v !p144 ),
( !p20 v p39 v p118 ),
( !p2 v !p17 v !p136 ),
( p25 v !p117 v !p136 ),
( p4 v !p42 v !p145 ),
( !p36 v !p39 v !p60 ),
( !p62 v p74 v p129 ),
( !p23 v p27 v !p81 ),
( !p14 v !p56 v p145 ),
( !p26 v p142 v p147 ),
( p39 v !p61 v p142 ),
( !p90 v !p111 v !p141 ),
( p23 v !p82 v p102 ),
( p15 v !p79 v !p84 ),
( !p26 v p103 v !p128 ),
( !p7 v !p124 v p141 ),
( !p31 v !p36 v p114 ),
( p33 v !p75 v !p121 ),
( p41 v p45 v p145 ),
( p61 v !p108 v !p112 ),
( !p20 v p56 v !p83 ),
( p15 v !p73 v p75 ),
( p46 v !p56 v !p95 ),
( p57 v p126 v p129 ),
( p36 v p80 v !p87 ),
( !p5 v !p83 v !p122 ),
( p64 v !p85 v p134 ),
( !p33 v !p109 v p115 ),
( !p30 v !p99 v p132 ),
( p20 v !p22 v p50 ),
( !p18 v !p33 v !p38 ),
( !p32 v p64 v p128 ),
( !p12 v !p90 v p94 ),
( p11 v p84 v !p116 ),
( !p43 v !p112 v p132 ),
( !p78 v !p118 v !p148 ),
( p28 v p99 v p145 ),
( !p59 v p80 v !p140 ),
( !p90 v !p131 v !p147 ),
( p22 v p53 v !p63 ),
( p58 v p145 v p146 ),
( !p30 v p36 v !p65 ),
( !p3 v !p36 v !p57 ),
( !p27 v p50 v p125 ),
( !p23 v !p128 v !p136 ),
( p30 v p33 v p35 ),
( !p7 v !p11 v !p27 ),
( !p11 v p31 v !p77 ),
( !p14 v p64 v p114 ),
( !p12 v p95 v p105 ),
( !p0 v p12 v !p144 ),
( p105 v p116 v p132 ),
( p53 v p96 v p127 ),
( !p41 v p74 v !p126 ),
( p5 v p89 v p117 ),
( p81 v p129 v p141 ),
( !p27 v p44 v p75 ),
( !p98 v p101 v !p107 ),
( !p10 v p90 v !p108 ),
( !p15 v !p47 v !p146 ),
( p16 v p65 v p86 ),
( p69 v !p96 v p133 ),
( !p9 v !p27 v !p55 ),
( !p15 v p98 v !p146 ),
( !p50 v p66 v p110 ),
( !p70 v !p89 v !p143 ),
( p35 v p115 v p134 ),
( !p3 v !p86 v !p94 ),
( p8 v p29 v !p134 ),
( p24 v p32 v !p53 ),
( !p48 v !p81 v p112 ),
( !p23 v !p33 v !p100 ),
( p45 v p70 v p141 ),
( p10 v p30 v p38 ),
( !p33 v !p56 v !p66 ),
( !p104 v !p113 v !p141 ),
( p3 v p8 v p66 ),
( !p7 v !p69 v p107 ),
( !p32 v p101 v !p127 ),
( !p27 v p39 v !p71 ),
( !p62 v p125 v !p140 ),
( !p25 v p57 v p122 ),
( !p26 v !p39 v !p107 ),
( !p31 v p46 v p106 ),
( p0 v p105 v !p129 ),
( p2 v !p62 v p95 ),
( p21 v p75 v p118 ),
( p4 v p41 v p113 ),
( !p29 v p32 v p118 ),
( !p58 v p114 v !p149 ),
( p42 v p121 v p130 ),
( p21 v !p28 v !p119 ),
( !p85 v p88 v p115 ),
( !p9 v p17 v !p119 ),
( !p61 v p69 v p96 ),
( p85 v p95 v p102 ),
( p21 v p22 v !p141 ),
( p29 v !p41 v !p132 ),
( p8 v p19 v !p70 ),
( !p3 v !p91 v !p104 ),
( !p55 v p109 v p123 ),
( p42 v p77 v !p142 ),
( !p18 v p56 v p135 ),
( p47 v p82 v !p117 ),
( p100 v p105 v !p119 ),
( !p24 v p39 v p118 ),
( p30 v !p60 v !p94 ),
( !p17 v p18 v !p26 ),
( !p52 v !p60 v p78 ),
( !p97 v !p128 v !p131 ),
( !p60 v !p76 v p89 ),
( p5 v p18 v p106 ),
( !p14 v !p69 v p138 ),
( !p1 v p48 v p146 ),
( !p29 v p63 v p101 ),
( p92 v !p118 v !p121 ),
( !p58 v !p87 v p126 ),
( !p112 v p127 v p146 ),
( !p68 v p74 v !p91 ),
( !p38 v !p59 v p76 ),
( p26 v !p40 v !p128 ),
( !p15 v !p60 v !p85 ),
( !p36 v p99 v p113 ),
( p72 v !p77 v !p105 ),
( !p6 v !p25 v p131 ),
( !p78 v p99 v p128 ),
( p28 v !p32 v p133 ),
( p7 v p18 v !p100 ),
( !p7 v !p8 v !p56 ),
( !p24 v p104 v p135 ),
( !p66 v !p104 v !p113 ),
( p35 v !p61 v !p142 ),
( p62 v !p69 v !p86 ),
( p38 v !p97 v p128 ),
( p10 v p64 v !p127 ),
( !p61 v p98 v !p121 ),
( p5 v p92 v p122 ),
( p19 v p53 v !p77 ),
( p100 v !p111 v p131 ),
( !p21 v !p45 v !p86 ),
( !p3 v !p123 v !p130 ),
( !p11 v p28 v p33 ),
( !p23 v !p85 v !p122 ),
( p75 v p92 v !p104 ),
( p53 v !p99 v !p130 ),
( !p64 v !p108 v p129 ),
( !p10 v !p114 v p149 ),
( !p12 v !p32 v !p59 ),
( !p75 v !p115 v p141 ),
( p108 v p119 v !p129 ),
( !p28 v !p135 v p136 ),
( !p30 v !p45 v p122 ),
( !p54 v p78 v p143 ),
( p104 v !p112 v !p120 ),
( p19 v p25 v p41 ),
( p0 v p77 v p139 ),
( p19 v p22 v !p111 ),
( p21 v !p125 v p144 ),
( p88 v !p112 v !p113 ),
( !p63 v p71 v !p134 ),
( p66 v p116 v !p125 ),
( !p43 v p77 v p81 ),
( p40 v !p78 v !p100 ),
( !p88 v !p124 v p138 ),
( !p27 v !p50 v !p92 ),
( !p76 v p116 v !p144 ),
( !p3 v !p71 v p144 ),
( !p2 v !p41 v !p84 ),
( !p10 v p42 v p79 ),
( !p13 v !p29 v !p141 ),
( !p8 v !p75 v p76 ),
( !p6 v !p65 v p118 ),
( p10 v !p100 v !p138 ),
( p51 v p103 v !p135 ),
